"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824.429840241161,515.246282767105,805.733142301654,753.51305418917,794.075767500182,721.269225347823,675.21311077298,702.703537051233,609.63739987372,835.479529929122,774.182659164829,542.143916581046,666.220114714322,561.788481586565,792.088273289629,593.115076021579,798.753379437459,714.15083752387,539.77509317914,624.023415146387,828.349044137991,788.196794495562,750.501781970881,613.61533294689,814.004264119755,704.088571962353,595.808320606022,666.245103605245,681.050544515172,737.860183799764,667.583883100895,586.712642678184,737.855320831511,800.55141372788,699.381977198637,731.032614473125,794.671617408836,565.057728743308,836.130811662673,671.138590280152,710.238212595724,765.791892981173,583.607906981325,542.20095955168,751.613738762514,693.036169794025,553.659333883989,533.465109115419,832.678938906691,655.741583373745,686.913069870808,603.182606513207,791.31785626817,719.348982854172,738.807304003002,690.754638386925,738.721174274399,720.508101543822,530.291845983118,714.983989823864,514.177608580975,756.658679293015,554.95042546066,555.366754050021,644.849148027531,649.966733174229,693.044406666655,755.237680665585,795.906209676653,651.386670245127,600.480674301177,656.900752610505,717.172984718185,522.446354720694,688.462911617693,587.715255460376,668.37033364148,619.147389868638,726.984583731156,694.147493636053,706.468495147049,736.322456327672,802.415829188036,672.053886923148,523.408254919744,831.875881404331,608.812034495818,735.946711975824,810.580833234591,760.09096076795,534.674414136157,573.248570760948,795.010656356145,788.009746149347,809.206607676528,805.404636907723,744.822310823871,805.207028392216,813.764418526803,636.52411813199
1748.2559655016,1108.06515904476,1713.16185191095,1606.65005082236,1682.72620871623,1531.65871413184,1443.91259958174,1495.59091820431,1299.39861269502,1778.40802478612,1641.29163171845,1155.32661501449,1417.47889055471,1198.06200296085,1682.90328249426,1267.21573471108,1704.28110354988,1520.01826607299,1152.30429061087,1331.44239241135,1756.75960272844,1673.07095246357,1597.8065038679,1309.60704875974,1725.69716297392,1507.18095310882,1271.59933076454,1419.09188414633,1453.78621661578,1575.41035989058,1428.56556658444,1255.58917162135,1566.42631351814,1705.25563100616,1491.6972836346,1559.39221483382,1694.07146334458,1207.39649872253,1776.45382813083,1427.45602958841,1510.14648827688,1621.74582845764,1243.94326277427,1161.12213441105,1597.97759478928,1475.52285955834,1182.1355010671,1142.95780355712,1770.57331924148,1396.28374204128,1470.45527964047,1287.1266181086,1682.3611177017,1523.24921991764,1569.62438177181,1475.05586348419,1565.27737355663,1540.97330888001,1133.57212916056,1521.00193032845,1106.37401250313,1610.30047169172,1182.93773882366,1186.31846783054,1375.84631389239,1388.90475987523,1477.8052468327,1604.13810608982,1691.8780663887,1397.56539220244,1285.72980894143,1400.90324360333,1527.12995530568,1116.51309990408,1474.73696217437,1260.94909405767,1425.10421716798,1324.19771362708,1547.96083579887,1476.76634757789,1501.09504662793,1566.37620784413,1702.8748938361,1433.11643207689,1117.23838187117,1763.22121283782,1295.87703579006,1573.12029629907,1724.79618641863,1606.71424089057,1146.33584754842,1229.29495316058,1698.02315867736,1676.27732449989,1722.11233509046,1710.10363321312,1580.68466534095,1707.91148183053,1733.81649581432,1362.96647152895
2140.37193400742,1391.03516918482,2106.55817263221,1984.58817374034,2057.51522272845,1879.18691956185,1792.4074903007,1841.85979194404,1604.95788932986,2191.18430220604,2008.20958531882,1427.91216243427,1744.92969930862,1482.02467074792,2066.69690964961,1571.71641327231,2107.81612035953,1872.0387782047,1428.39692166684,1647.1511479363,2151.21969268636,2051.40110248935,1968.69274089349,1621.05236956858,2111.73100931441,1873.9141705735,1574.29457186214,1750.10863271282,1799.2694470224,1950.3603171762,1775.40377569446,1561.63821214075,1920.90845931945,2103.17009704167,1843.59257718352,1927.57119949225,2092.08197234711,1498.34646153628,2181.95131165084,1756.1716096613,1856.73280556783,1980.67357374426,1536.96847198454,1446.74909780723,1964.41365441685,1818.22475676794,1465.40940732921,1425.47124813478,2177.66243748047,1721.18127838597,1828.41356275262,1592.95496876279,2068.26765361767,1860.04418169651,1927.23702168789,1826.6773043155,1913.40689152442,1913.10400090479,1408.54202150047,1871.631743198,1390.19915409568,1982.84618888737,1462.36673957926,1471.65373312651,1701.75542446414,1722.24644125402,1825.681138692,1968.83812426755,2079.51304598792,1744.56947802252,1600.26120000348,1731.27682535807,1882.18346866311,1386.98009904794,1835.71325899401,1574.90887504627,1760.55232532981,1644.75197996824,1907.71649147169,1817.45648717521,1843.49509372537,1927.40682789275,2087.27430795629,1770.74615769143,1385.12270367044,2157.09051461111,1597.01421823778,1951.21422491747,2123.62370568232,1956.27288344337,1431.27114847033,1534.39669794264,2103.60033941293,2062.70858222494,2120.798476986,2097.96928264644,1937.31481815242,2091.6573706827,2139.36428168523,1695.96806281551
2314.11374679381,1545.7605435748,2288.73402712075,2166.90443413688,2220.92772923025,2035.67682925951,1967.46952715689,2003.70399382805,1751.2546076785,2386.53715281584,2169.1778312622,1558.91266391192,1897.06444029899,1619.67706553854,2241.96979686071,1723.03399152773,2305.25844257054,2036.7545350234,1564.70176624852,1800.64159487005,2326.43227953901,2221.33384363465,2143.32547402843,1773.19022314223,2281.75601481014,2060.91098904421,1722.30661361692,1906.67292376568,1968.3115596715,2134.83057698772,1951.31190287124,1717.39212870063,2079.86642003186,2292.89883161012,2013.71145236268,2106.12584057124,2284.12221421723,1643.49837672543,2367.99895284538,1908.03061887882,2016.15476150286,2134.86860319849,1677.5666489416,1594.12197540494,2133.09475570556,1979.25605905451,1605.33914315857,1572.3443361439,2366.95613140333,1874.08821222539,2010.92379336988,1742.05884193455,2246.44881108473,2004.01626348901,2089.71809694457,1999.72896002981,2064.21241805654,2100.62437907882,1547.13062177771,2034.30580092543,1546.45308852082,2157.25181271496,1596.98456517904,1613.51088702468,1860.06132385327,1887.92226700509,1993.16846356234,2134.02469030423,2258.14949123239,1926.97831535481,1761.36547197343,1890.57949185152,2049.54538882424,1522.96653054599,2021.44548256405,1740.29629405886,1921.8448501735,1806.2077716536,2077.26391230798,1975.56743917323,1999.12953742764,2095.05405611401,2259.50776906166,1933.36939398303,1517.48904564564,2330.29232081974,1738.114174733,2140.36735924135,2310.77290926514,2101.05551716917,1580.73887118707,1694.2304542112,2305.01640974064,2242.76561643472,2308.27974584019,2273.3997118808,2096.35886259776,2262.06281378479,2333.72677599008,1866.40658653705
2382.67855170119,1635.34196324485,2367.98689681419,2252.89582259269,2283.03378121612,2099.97547441225,2056.27520747684,2075.66149424071,1819.60655429768,2475.24659760663,2231.32482495509,1620.71255628871,1963.98445582004,1685.58077199078,2316.05291355567,1798.59360759348,2400.72105079567,2110.123510174,1632.13704493296,1874.34563941196,2395.96882818143,2290.60172310131,2221.99423368327,1846.88988692581,2347.93160845189,2158.058876606,1794.17745492337,1978.00927837088,2050.26671452613,2225.00558030736,2041.98268188999,1798.29517567056,2144.5342630613,2380.36335318605,2094.38083661823,2191.2143962154,2374.65610471715,1716.52767456726,2447.32733696806,1974.05332056156,2084.74591777481,2191.39164253251,1743.585278291,1672.45549921067,2205.68533610102,2051.63279607305,1674.59718584769,1651.34460821988,2449.9521790794,1943.1163748787,2105.76388665552,1814.0653682333,2323.52188308046,2056.23547902841,2157.75647694001,2084.47001935833,2120.74050737991,2196.1462132218,1618.1295802371,2105.53394438701,1637.77058425116,2234.91386779279,1660.73804877219,1684.4916836363,1935.90177526497,1970.52926014987,2072.01059123043,2202.69081860065,2335.10247563659,2026.45336296025,1845.87651831421,1965.86084643233,2125.17294467105,1592.37340999248,2119.36788430111,1830.90723146993,1997.64367579987,1888.59607661234,2153.83029406889,2044.88957669453,2064.43712772745,2168.54047448799,2329.29319182882,2010.02893970116,1583.11484463196,2397.41089407354,1801.38275191184,2235.53308863936,2394.38725510093,2149.07993520591,1662.22970197771,1781.10695675599,2404.97924677081,2322.12543354168,2392.39943081737,2345.98412565697,2160.24325262338,2329.69609228039,2424.17539746206,1955.62578821497
2391.93537701928,1684.49191652489,2387.94109927717,2282.35354035682,2288.58843969015,2112.22444566032,2093.57148162707,2095.93070748401,1842.86137580197,2501.69938473127,2238.21222350216,1642.61325939266,1982.19000303875,1709.84449493213,2332.30671545354,1829.45381179767,2435.70628495929,2130.89085730407,1659.2600696486,1901.44039315961,2405.82651789207,2302.84488254426,2245.08168067338,1874.68264600985,2355.76367384042,2200.99612738364,1821.52096915942,2000.15146693597,2080.9565153115,2259.29471266976,2081.50161989963,1834.44734514778,2156.01855602854,2408.01300868702,2122.67630607782,2221.36820288059,2405.46017966857,1746.99994046512,2465.35297435124,1991.13781686467,2101.52053977701,2193.90308530394,1766.49230639434,1709.32218823389,2223.27887422609,2072.9195123418,1702.42643881977,1689.42336874112,2471.47535404083,1963.89779197148,2147.76681964699,1841.03427722153,2342.48405173462,2058.01909719404,2172.15725863218,2117.02231200212,2125.02009855093,2236.47182953437,1649.12210149303,2124.33899762358,1688.6202494119,2256.69174996271,1683.53175375189,1713.76635294367,1963.51737281143,2003.91290007924,2099.08951954862,2216.56532875405,2353.65536408869,2075.17462107717,1884.37723426672,1992.16314021198,2147.75555239055,1622.45240631802,2164.08790197359,1875.89818917866,2023.64150788002,1923.8807119187,2176.60070689828,2063.37895327966,2078.55226442938,2187.94212047881,2341.06301138456,2036.55269327961,1609.70954376353,2404.90972241526,1820.15467549295,2274.4834863565,2417.91772935861,2144.57653750361,1702.5137621791,1823.66475676867,2444.29772844923,2343.34587845377,2416.47368198468,2360.03503393967,2170.57866109133,2339.38505781752,2453.62978752272,1995.95279848434
2363.91892969282,1704.98077197136,2369.61393609344,2274.45544259384,2259.02930531871,2091.64414814767,2096.07249285805,2082.84311309728,1836.73487826304,2487.33449611262,2210.69940743891,1638.58391487956,1969.15795510644,1706.8475773935,2311.58657666565,1830.49061879081,2430.26256446472,2117.66218685962,1659.70619398231,1897.82624117263,2378.11069496691,2279.02043018598,2232.01991975241,1872.15466739999,2327.09035694621,2206.88803578394,1819.4711087452,1990.37600807862,2077.60173081677,2256.21284341076,2086.26115617528,1840.27027545685,2134.01032629568,2396.33180093951,2116.4264817204,2215.14394565438,2396.70119591404,1749.05745199627,2443.96779252116,1976.9466616602,2085.18494723963,2163.25556736931,1761.32397869013,1717.90365553908,2205.61799188376,2061.14185396567,1702.80158367968,1699.45980173886,2453.14953887756,1953.50093986518,2153.698815551,1838.31650343983,2324.03335056357,2029.04322327858,2152.49098587326,2114.76288994959,2097.11535899103,2239.3387891173,1653.28210447374,2109.44832978144,1710.64747171474,2242.24503623984,1679.63587087259,1715.27884779772,1959.33476802307,2004.33038846109,2092.13090370818,2195.67202541297,2334.64504176923,2088.60043878051,1891.53151705036,1986.3008565609,2135.88473105164,1626.21294002044,2172.263570669,1889.23465259233,2016.97158943104,1927.39799879708,2164.4125160319,2049.23349562664,2060.21541611881,2172.51247164559,2316.16355693456,2030.14367894597,1610.49143315297,2375.10048346728,1810.35210515576,2275.43277387142,2402.32094841457,2108.57815970545,1714.38261370829,1835.61427050066,2442.6913980154,2326.92363979287,2401.39549637008,2336.86098023003,2147.29443532963,2312.65076328798,2442.81743495554,2002.91331850631
2311.21817316718,1703.7361809267,2325.15964144506,2240.37665765008,2206.50245243359,2049.14926069395,2073.55898327609,2046.91419474678,1810.21312995121,2444.67111604098,2160.60261027005,1616.55233673287,1934.85191402127,1684.79609053283,2265.88242521611,1810.29592808611,2396.17606339226,2081.12797686101,1641.28154935303,1872.65677297628,2325.46587497732,2231.10864210375,2194.04075523792,1848.28093367135,2274.35072640656,2185.85575232506,1796.72687783108,1958.58963215363,2050.20273616717,2226.59761472234,2065.87363570713,1824.15042139551,2089.69765807978,2357.26783289813,2085.96670515365,2183.34587746472,2360.17923132585,1730.8502330507,2395.83264070897,1941.53531596186,2046.42335716757,2111.17035168541,1736.65561733734,1705.85508871539,2164.03323579002,2026.64598123354,1683.73962050773,1688.94311461858,2407.52866490007,1921.68499778311,2133.42817221122,1814.73529925538,2280.1105742054,1980.2908714766,2109.92569508785,2087.81269611238,2048.30034747179,2215.18776936006,1638.19290415888,2071.59344748638,1710.71705459598,2202.92427445833,1657.16983221543,1697.04596320946,1932.83150551322,1981.23622661831,2061.38868201091,2151.44757702069,2290.09075742763,2075.87626112037,1875.89805958482,1957.96613737256,2100.27233545387,1611.13049735873,2153.72797279729,1879.12331734202,1987.51381039427,1908.07216183511,2128.12956530603,2012.85819808685,2020.08337088257,2133.3140199453,2266.80622815393,2000.73190729565,1593.01331924045,2320.70951523355,1781.01279696452,2249.09574810594,2359.77253301249,2052.76185595665,1705.29561621668,1824.98547347487,2411.80251846543,2284.71275817569,2359.30983472736,2288.69185501189,2101.70374663798,2261.77250913262,2403.86455716404,1985.60455423645
2242.01205162642,1685.55676167493,2262.61585115826,2187.60639733475,2138.81864409124,1991.80264049932,2032.65702804234,1995.0504035166,1769.19842205827,2382.09500613705,2095.52421362287,1581.68735843074,1885.76849945727,1649.07772690844,2203.06354400203,1774.60397878032,2341.43583094471,2028.32237045873,1609.14191933216,1832.0000433777,2256.11952569738,2166.9097778646,2138.58693818259,1809.01710432178,2205.59712333897,2144.82879280382,1759.04997259439,1911.30740340342,2005.45463145712,2177.76747648553,2026.87608549106,1791.74567142997,2030.32030735106,2298.82550164907,2038.19049321795,2133.21797612797,2303.83778242737,1697.80796240382,2329.31129606611,1891.44832200222,1992.2067074999,2045.11330659502,1698.10622415899,1678.3464187461,2105.95535857491,1976.23696416913,1650.54705189449,1662.9441362909,2342.95261658399,1874.84479875393,2093.69735996348,1776.1318811291,2218.58962073412,1918.70105293294,2051.73291016,2042.97353401403,1985.75777909006,2171.13670834808,1608.9082280087,2017.80875994449,1693.59970490509,2146.23430524312,1621.44333317101,1664.39254706334,1890.30343734583,1940.98459378502,2013.68548368679,2091.34019989206,2227.91517774574,2043.31865556746,1843.27904814067,1913.58406012224,2047.9924556403,1582.17540229798,2115.23011030434,1851.19656695921,1941.81797931428,1871.9176971436,2074.93491071376,1961.05685295907,1965.06932536116,2077.6183858878,2200.94516009734,1954.90858096585,1562.254340848,2249.98413188226,1738.01116773831,2202.76372037427,2298.37657091887,1984.44110463708,1680.32688705567,1797.26442797849,2359.57344762586,2224.56160924277,2298.30693654434,2223.53015612662,2041.1129865737,2194.72011061379,2344.92297154879,1950.21890000887
